icao,name,lat,lon
RU-0955,Pogrebki Heliport,51.371166,35.216835
SA-0014,Wadi Al Musayr Airfield,28.13516,34.92503
SE-0113,Kallax Flyg Heliport,68.34579,18.83074
TR-0201,Turgut Özal Medical Center Helipad,38.33887,38.42868
TR-0291,MANHAT Sportif Havaalanı,38.700849,27.453658
UA-0072,Volodimirivka Airstrip,48.2840353492,33.4489488602
UA-0165,Frumushyka Airstrip,46.29002,29.40827
UA-0190,Khmilnyk Airport,49.569142,28.016074
AZ-0008,Bygyr Airport,40.529074712500005,47.8300738335
BE-0064,Beveren Heliport,50.981543,3.125873
DA15,Saïda Airport,34.897202,0.151694
DE-0775,Helios Hospital Hettstedt Heliport,51.66112,11.49327
DE-0792,Paracelsus Hospital Adorf Heliport,50.32971,12.29068
EBGT,Ghent/Industry Zone Heliport,51.020551,3.730341
EDCG,Rügen Airport,54.38347,13.325542
EDEN,Bad Hersfeld Airfield,50.844055,9.707218
EG-0008,Bani Sweif University Heliport,29.0347,31.11884
EHMG,L9-FF-1 Heliport,53.61444,4.96028
EPKD,Końskie-Komaszyce,51.25532,20.47132
EPTO,Toruń Airfield,53.029202,18.5459
ES-0207,Aeródromo Calzada de Valdunciel,41.07545,-5.728036
FR-0061,Centre Hospitalier Heliport,48.41999816894531,1.504721999168396
FR-0197,Milhaud Heliport,43.113335,5.898056
FR-0714,Houville La Branche Airfield,48.453056,1.629722
FR-1140,Castres Hauterive Centre Hospitalier Heliport,43.565,2.26
FR-1308,LES ATTAQUES DZ,50.901368,1.961381
GB-0160,RAF Great Orton,54.874393,-3.075753
GB-0354,Grangewood Airstrip,52.732617,-1.582621
GB-0593,Topcroft Farm Airstrip,52.465262,1.328767
GB-0891,Rydinghurst Farm Airstrip,51.146765,-0.525563
GB-1120,RAF Sawbridgeworth,51.84029,0.12352
GB-1286,Burncastle,55.759817,-2.725083
HE42,Quesna Airport,30.579,31.1292
HU-0047,Csikéria Airstrip,46.11381,19.48895
IT-0730,Madesimo Heliport,46.443232,9.363838
KW-0009,Umm al Maradim Island Helipad,28.6791,48.65144
LELN,León Airport,42.590709,-5.653406
LEVD,Valladolid Airport,41.7061,-4.85194
LFHD,Pierrelatte Airfield,44.397601,4.717646
LFQJ,Maubeuge-Élesmes Airfield,50.310501,4.03312
LGMK,Mykonos Island National Airport,37.435101,25.348101
LIDK,Casarsa della Delizia Air Base,45.953422,12.817598
LOAA,Ottenschlag Airfield,48.41856,15.215294
LV-0034,Eleja Airstrip,56.47609,23.699509
MK-0016,Kičevo Military Barracks Heliport,41.52283,20.95958
NO-0001,Haga Airfield,60.020748,11.382085
PT-0036,Aeródromo Municipal de Ferreira do Zezere UL,39.682059,-8.253189
PT-0094,Campinho Airfield UL,38.359106,-7.465532
RO-0174,"Suceava ""St. John the New"" Emergency Hospital Heliport",47.638939,26.239724
RS-0001,Bela Crkva Airfield,44.925166,21.370155
RU-10118,Torbeyevo Airfield,55.06583,37.88167
TR-0120,Cobanbeyli Border Crossing Helipad,36.637415,37.474492
TR-0163,Güroymak Jandarma Helipad,38.567081,42.037394
ULNP,Pestovo Airfield,58.608002,35.779999
URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511
BE-0077,Brussels Heliport,50.86063,4.35137
BG-0037,Orlyak Airfield,43.634864,27.396855
CZ-0136,Strachotice u Znojma ULM,48.806694,16.161479
CZ-0173,Česká Skalice Ultralight Airfield,50.399669,15.991023
CZ-0291,Žihle u Plas Airstrip,50.03095,13.33782
DE-0021,Biblis Nuclear Power Plant Helipad,49.70750045776367,8.417499542236328
DE-0173,Ziegenhain-Der Ring Airfield,50.9026,9.2403
DE-0735,AMEOS Hospital Bernburg Heliport,51.78164,11.73507
DE-0817,Catholic Hospital Koblenz-Montabaur Heliport,50.43125,7.83303
DE-0867,Brandweg Heliport,47.46448,11.02754
DZ-0040,Ras el Miaad Airport,34.23833,4.46004
EIBR,Birr Aerodrome,53.070599,-7.897468
ENRO,Røros Airport,62.578399658203,11.342300415039
ENWE,Edvard Grieg Helipad,58.8425,2.24722
EPDK,Debowa Klada Airfield,51.6126,23.0072
EPKN,Opole-Kamień Śląski Airfield,50.530598,18.079283
ES-0187,Fuentealamo Airfield,38.715499,-1.545093
ESMH,Höganäs Airfield,56.184799,12.5761
ESNQ,Kiruna Airport,67.821999,20.3368
ESSE,Skå-Edeby Airfield,59.3451,17.740499
FR-0292,La Toussuire Altisurface,45.272221,6.266667
FR-0425,La Tranche-sur-Mer ULM,46.363534,-1.427364
FR-0481,Piste privée de La Cornélie,46.84447,-1.77088
FR-0599,Aignes et Puyperoux Airfield,45.461667,0.157778
FR-0868,Le Haut des Places Airfield,48.474167,-1.591111
FR-1115,Arbois Ultralight Airfield,46.897222,5.717778
FR-1261,Mourmelon Air Base,49.111401,4.36694
FR-1307,DIVION DZ,50.469726,2.517596
FR-1312,EPEHY DZ,50.006774,3.133206
GB-0298,Green Farm Airstrip,52.1600872,-1.5481724
GB-0303,Croft Airstrip,53.123123,0.252256
GB-0402,Knockbain Farm Airstrip,57.589189,-4.466958
GB-0731,Frandley House Airstrip,53.3047,-2.5442
GB-1142,Portree Community Helipad,57.421898,-6.216904
GR-0004,Nea Kavala Polykastro Airfield,40.985211,22.626629
HU-0077,Érsekcsanád Airfield,46.249608,18.927609
IR-0028,Camp Andimeshk West Heliport,32.413772,48.166992
IT-0044,Beltrutta Airfield,44.496506,7.722974
IT-0226,Villa Farsetti Airfield,45.49917,12.03139
IT-0279,Celano Airfield,42.05167,13.55722
IT-0559,Condor Airfield,40.242373,18.034055
LB-0001,St George Hospital Helipad,33.893873,35.52346
LFIP,Altiport de Peyresourde Balestas,42.796723,0.436503
LFOJ,Orléans-Bricy (BA 123) Air Base,47.987801,1.76056
LT-0008,Vilkaviškis Airfield,54.688091,23.001315
MA-0003,Mahbes Airbase,27.726982,-9.237865
MA-GLN,Guelmim Airport,29.026699,-10.0503
MD-0001,Bălţi City Airport,47.774399,27.9575
NL-0114,Netherlands Traffic Center Heliport,52.063575,5.090967
NL-0136,Albert Schweitzer Hospital Dordrecht Heliport,51.79093,4.68456
OEPK,IPSA 3 Airport,27.954201,46.742599
PL-0086,Lwówek Airport,51.128283,15.570464
PT-0058,Pinheiro Airstrip,38.45523,-8.715986
PT-0071,Pista de Fonte Serne,37.883254,-8.448293
RU-0140,Gryazi Airfield,52.43299865722656,39.900001525878906
RU-0360,Mavrino Helipad,55.27367,37.2973
RU-10027,Totma Airport,59.9835754516,42.7672863007
RU-1053,Zeleniy Mys Heliport,56.091972,37.633263
RU-1060,Lavansaari Airfield,60.001707,27.856435
TR-0086,Sakarya Yenikent Provincial Hospital Helipad,40.848736,30.34586
UKFY,Dzhankoy Air Base,45.700901,34.4189
BG-0087,Pchelnik Airstrip,43.014579,27.650347
BG-0133,Svilengrad Cropduster Strip,41.79382,26.17565
DE-0247,Übersberg Airfield,48.4584,9.2977
DE-0285,Brakel Airfield,51.738682,9.19977
DE-0290,Linnich-Boslar Ultralight Airfield,50.962572,6.33678
DE-0732,Dillingen District Hospital Heliport,48.57447,10.48094
DE-0857,Helios Clinic Freital Heliport,50.99179,13.64548
DTTD,Remada Air Base,32.306198,10.3821
EDAJ,Gera-Leumnitz Airfield,50.881668,12.135833
EDMR,Ottobrunn Heliport,48.04813,11.65367
EEKO,Kose Airfield,59.168317,25.07097
EG-0044,El Galala Marina Heliport,29.48154,32.44888
EG-0066,Western Military Region Stadium Heliport,31.524462,25.894004
EKRF,Rolf Helideck,55.60615539550781,4.4913330078125
EPBH,Bydgoszcz Baza Lpr Heliport,53.210278,18.101667
EPSD,Szczecin-Dąbie Airfield,53.390659,14.632774
EPZP,Zielona Góra-Przylep Airfield,51.978901,15.4639
ES-0253,El Robledo,39.2242833,-4.3076333
ESGS,Näsinge Airfield,59.01676,11.341344
FI-0004,Ähtäri Airfield,62.513442,24.068282
FI-0018,Helsinki Malmi Airport,60.254601,25.042801
FR-0245,Tête De Solaise Heliport,45.43277740478516,6.991666793823242
FR-0333,Envol Ultralight Airfield Alsace,48.148452,7.536407
FR-1031,Les Vastres Airfield,44.985278,4.2675
FR-1216,Saint-André-les-Alpes Glider Landing Field,43.95936,6.50887
FR-1235,Lesquin SNCF DZ,50.567295,3.140152
FR-1250,Pont-Saint-Esprit Airfield,44.269402,4.65333
GB-0112,Bassingbourn Barracks Heliport,52.097044,-0.049741
GB-0214,Jericho Farm Airstrip,53.01043,-1.057198
GB-0557,Saltby Glider Field,52.829667,-0.7125
GB-0796,Lavenham Airstrip,52.132909,0.773785
GE-0023,Ivanishvili House Heliport,41.68763,44.79866
GG-0001,L'Erée Aerodrome,49.456424,-2.648456
GR-0038,Thirasia Heliport,36.4337,25.3426
IE-0061,Moyglare Airfield,53.4044,-6.6362
IL-0004,Talmei Yosef Airstrip,31.1252,34.3777
IT-0205,Gargano Pilot Captain Saverio Tadesco Airfield,41.635,15.761667
IT-0426,Rivoli Tetti Neirotti Airfield,45.046818,7.536461
IT-0674,Gorgona Heliport,43.425819,9.900663
IT-0737,Truzzo Heliport,46.358881,9.319786
IT-0782,Gh. del Mont Gelé,45.902684,7.36571
LBAM,Alfa-Metal Airfield,42.948664,25.358928
LEHG,Hospital General De Catalunya Heliport,41.47359848022461,2.0425000190734863
LETZ,Torozos Airfield,41.785301,-4.86473
LFQZ,Dieuze-Guéblange Airfield,48.774378,6.714106
LIMH,Pian Rosà Heliport,45.933422,7.709344
LKBR,Broumov Airfield,50.561901,16.3428
LSER,Raron Heliport,46.301595,7.832923
LT-9520,Jonava Air Base,55.010146,24.363481
LV-0039,Dricāni Airstrip,56.663395,27.176464
NO-0078,Maggi Beach Airstrip,69.457328,25.460852
OIAI,Shahid Asiyaee Airport,32.001719,49.268599
OJAQ,King Hussein International Airport,29.611601,35.018101
PL-0041,Dębica Air Base,53.943611,15.62028
PL-0217,Koszalin Zegrze Pomorskie Airfield,54.0425,16.2656
PL-0218,Rewal-Ninikowo Private Airstrip,54.062735,15.029036
RO-0096,Ciolpani Airfield,44.73839,26.09206
RU-0413,Negoditsy Airstrip,59.55807,29.217968
SE-0026,Finspångs flygfält,58.73342,15.603996
TR-0159,Manavgat Sport Aeroclub,36.750894,31.48139
TR-0216,Igdir-Dilucu HighWay Border Post Helipad,39.66308,44.793169
UA-0194,Mar'yanivka Airfield,50.464547,24.833452
XK-0017,Prizren Heliport,42.22165,20.749683
AT-0006,Nenzing Heliport,47.208934,9.659745
BA-0014,Glamoč Air Base,44.083894,16.813588
BG-0176,Mustrak Air Base,41.840185,26.309205
BY-0019,Zheludok Heliport,53.598206,24.9719
D371,Reutlingen Klinikum Rooftop Helipad,48.483984,9.218465
DE-0107,Gronau Airfield,52.0578,9.8104
DE-0170,Oberems Glider Field,50.242,8.3986
DE-0821,Siegburg Volunteer Fire Department Helipad,50.79913,7.21431
EBKT,Kortrijk-Wevelgem International Airport,50.818878,3.209551
EBYP,Jan Yperman Regional Hospital Heliport,50.863486,2.896702
EDAB,Bautzen Airfield,51.193611,14.519722
EDCJ,Chemnitz/Jahnsdorf Airfield,50.747501,12.8375
EHLL,L10-A Heliport,53.40333,4.20056
EKCB,Arslev Heliport,56.134444,10.081111
ENFL,Florø Airport,61.583599090576,5.0247201919556
ENWV,Valhall PH Helipad,56.28333,3.4
ES-0060,Pollença Seaplane Base,39.908121,3.101912
ES-0072,Beariz Airfield,42.461198,-8.339795
EYVP,Paluknys Airfield,54.484848,24.987373
FI-0008,Soini Airfield,62.861405,24.165115
FR-0426,Aérodrome du Girouard,46.578838,-1.606048
FR-0494,Genevrelle à Maisse Airfield,48.387512,2.349953
FR-0935,Pont toussaint Airfield,50.350833,3.774722
FR-0983,Saint Amand sur Sèvre Airfield,46.901389,-0.802778
FR-1150,Dieppe Centre Hospitalier Heliport,49.918332,1.080367
FR-1157,Cogolin Grimaud Airfield,43.257778,6.543611
GB-0109,RAF Banff,57.66629,-2.640668
GB-0129,RAF Boulmer,55.411053,-1.594505
GB-0144,RAF Burgh Castle,52.584806,1.668789
GB-0181,East Fortune Airfield,56.000849,-2.735324
GB-0246,Wharf Farm Airstrip,52.627313,-1.418407
GB-0395,Main Hall Farm Airfield,52.271944,-0.070833
GB-0718,Inglesham Private Airstrip,51.669934,-1.716056
GB-1166,RAF Spilsby,53.16465,0.16263
GR-0091,Afidnai Heliport,38.19895,23.85187
IR-0102,Imam Reza Hospital Heliport,34.378947,47.131025
IT-0077,Fly Igor Airfield,45.296717,8.007317
IT-0151,Bibione Airfield,45.669654,13.039451
IT-0176,La Filanda Airfield,43.446407,11.673973
IT-0280,Cesare Rossi Airfield,43.102879,13.557816
IT-0429,Albatros Airfield,45.770727,12.244068
IT-0646,Malfa Heliport,38.579772,14.827852
IT-0804,Mantova Airport,45.135834,10.794444
IT-0902,Elisuperficie Long,45.792959,8.540947
LDOB,Vukovar Borovo Recreational Airfield,45.386398,18.962799
LENH,Nou Hospital De Mataró Heliport,41.56079864501953,2.429719924926758
LFKL,Lyon Brindas Airfield,45.710544,4.696675
LFLS,Grenoble Alpes Isère Airport,45.3629,5.32937
LFOW,Saint-Quentin-Roupy Airfield,49.816089,3.205734
LFPD,Bernay-Saint-Martin Airfield,49.102351,0.565882
LGRP,"Rhodes International Airport ""Diagoras""",36.405399,28.086201
LIBF,Foggia Gino Lisa Airport,41.433596,15.534566
LKHK,Hradec Králové Airport,50.253201,15.8452
LV-0050,Pilsrundāle Rural Airstrip,56.42202,23.97632
LV-1288,Rumbula Air Base,56.883301,24.2267
NL-0078,Grand Hotel Huis ter Duin Heliport,52.240957,4.425935
NL-0115,Princess Margriet Barracks Heliport,52.4474,5.9972
PL-0116,Rogów Airstrip,51.800561,19.857478
PL-0138,Oleszyce Airstrip,50.170308,23.057722
PL-0158,Konary Airstrip,52.287427,20.277461
PT-0147,Cano,38.972008,-7.760231
RO-0055,Dumbrava Roșie Airfield,46.898853,26.434307
RU-0046,Tatischevo Air Base,51.6843986511,45.5481147766
RU-0411,Chernogolovka Airfield,56.0230919816,38.3258914948
RU-0788,Laishevo Airport,55.40836,49.49762
SA-0020,Khafji General Hospital Heliport,28.42003,48.47279
UA-0058,Yenakiyeve Airfield,48.179565,38.201866
UA-0089,Shevchenkove Airstrip,50.876703,29.071036
UA-0176,Yalta North Helipad,44.511515,34.155678
UA-3897,Lebedyn Air Base,50.549999,34.533298
UDYE,Erebuni Airport,40.1221008301,44.465000152600005
UMNV,Pruzhany Air Base,52.582296,24.379864
URRP,Platov International Airport,47.493888,39.924722
BA-0008,Trebinje Helipad,42.705382,18.336074
BE-0070,CRC Glons Heliport,50.73973,5.5421
BKVR,Vali Ranch Heliport,42.513732,21.534508
CY-0016,UNFICYP Helipad,35.111441,32.79351
CZ-0256,Jarošov Airstrip,49.18714,15.04273
DE-0152,Johannisau Glider Field,50.536331,9.66121
DE-0214,Gießen University Hospital Heliport,50.5759,8.6671
DE-0411,Hohenstein UL,51.533636,10.57889
DE-0488,Luftstützpunkt Meppen Heliport,52.72632,7.32988
DE-0599,Bergstraße District Hospital Heliport,49.62937,8.6235
EBSM,Verrebroek Private Airstrip,51.268281,4.175453
EDAN,Neustadt-Glewe Airfield,53.362444,11.613764
EDDG,Münster Osnabrück Airport,52.133816,7.688482
EE-0013,Kuressaare Hospital Helipad,58.252856,22.468708
EFHO,Oulun University Hospital Heliport,65.003609,25.520279
EFIM,Immola Airfield,61.249199,28.9037
EFKE,Kemi-Tornio Airport,65.778701782227,24.582099914551
EGFH,Swansea Airport,51.601366,-4.071006
EGHS,Henstridge Airfield,50.985001,-2.35722
EGSW,Newmarket Heath Airfield,52.235147,0.350643
EHKM,K12-A Heliport,53.47583,3.78722
EINN,Shannon Airport,52.702,-8.92482
ES-0283,Montealegre del Castillo Heliport,38.7994,-1.3131
ES-0351,El Cabril Heliport,38.075984,-5.414768
ESNP,Piteå Airfield,65.3983,21.260799
FR-0161,Angers Centre Hospitalier Heliport,47.486111,-0.554167
FR-0522,Aérodrome de Liorac sur Louyre,44.918681,0.645777
FR-0782,Francourt Airfield,47.655,5.738889
FR-0923,Viella Ultralight Airfield,43.611111,-0.12
FR-1046,Le Mont Dolé Airfield,49.893611,1.579167
FR-1081,Vesoul Hospital Heliport,47.637265,6.137456
FR-1112,Oulles-La Bergerie Altisurface,45.066667,5.965833
GB-0031,Middle Pymore Farm Airstrip (Private),50.751282,-2.759542
GB-0248,Rufforth East Airfield,53.952146,-1.174893
GB-0288,Castle Kennedy Airfield,54.897551,-4.936961
GB-0343,The Royal London Hospital Helipad,51.517868,-0.058343
GB-0391,Pocklington Airfield,53.925647,-0.79432
GB-0637,Clothall Common Airstrip,51.985385,-0.164144
GR-0024,Gavdos Helistrip,34.86012,24.08756
IR-0004,Shahrokhi Highway Strip,35.234192,48.601653
IT-0041,Angiale Airfield,44.833611,7.530556
IT-0374,Asolo Flight Airfield,45.758333,11.896111
IT-0534,Rivaltella Private Airfield,44.642004,10.591759
IT-0655,Levanzo Heliport,37.992772,12.338437
IT-0679,Barbarano Mossano Private Airstrip,45.398029,11.549892
IT-0751,Arca-Bessica Airfield,45.74325,11.83564
LFCB,Aérodrome de Bagnères de Luchon,42.799999,0.6
LFDA,Aire-sur-l'Adour Airfield,43.7094,-0.245278
LGKV,Kavala Alexander the Great International Airport,40.9133,24.6192
LIBD,Bari Karol Wojtyła International Airport,41.138901,16.760599
LQBK,Banja Luka International Airport,44.941399,17.297501
LRCT,Câmpia Turzii Air Base,46.5023,23.8859
MK-0006,Ilinden Military Barracks Heliport,42.017457,21.419386
MK-0008,Ilinden Military Stadium Heliport,42.019295,21.417507
NL-0147,Noordoostpolder / Emmeloord Aerodrome,52.73071,5.746676
PT-0025,Lagos Airfield ULM,37.121875,-8.67879
RO-0078,Onesti Airifeld,46.29927,26.75578
RO-0142,JTAir Heliport,44.280585,28.602755
RU-10024,Sal'sk 2 Airfield,46.45755,41.483345
RU-9992,Saratov Central Airport,51.564999,46.0467
SE-0114,Esgrene Field,58.132092,11.775177
UKWW,Vinnytsia/Gavyryshivka International Airport,49.242531,28.613778
UUOT,Donskoye Airport,52.806099,41.4828
AT-0040,Wietersdorf Heliport,46.847778320312,14.536944389343
BY-9936,Borovaya Airfield,53.960461,27.650596
CZ-0120,Ivančice u Brna ULM,49.095374,16.480516
CZ-0201,Smiley Heliport,50.096953,14.47439
DAAS,Ain Arnat Airport,36.178488,5.329909
DE-0305,Heilbronn-Böckingen Glider Field,49.1223,9.1815
DE-0454,Maroldsweisach Airstrip,50.19933,10.75923
DE-0553,Nettetal City Hospital Heliport,51.30855,6.27125
DE-0602,Wolfenbüttel Municipal Hospital Heliport (Christoph 30),52.179225,10.534531
DE-0668,Mühldorf am Inn Hospital Heliport,48.24375,12.53212
DE-0921,Altstetten Ultralight Field,48.30629,11.28652
EDHK,Kiel-Holtenau Airport,54.37957,10.145266
EDPU,Bartholomä-Amalienhof Airfield,48.746666,10.005
EDRC,Marpingen Glider Airfield,49.453,7.039
EFHA,Halli Airport,61.856039,24.786686
EGXY,RAF Syerston,53.0228,-0.911111
ES-0018,AeroSidonia,36.44026,-5.94093
ES-0144,Aeródromo de Tardienta - Monegros,41.9599129,-0.5434853
ES-0286,Casas de Lázaro Heliport,38.7748,-2.2432
ESSP,Norrköping Airport,58.58629989624024,16.250600814819336
ESSU,Eskilstuna Airport,59.351101,16.708401
ESUP,Pajala Airport,67.244569,23.074894
EVTE,Talsi Airfield,57.254398,22.566218
FI-0003,Nummijärvi Airfield,62.308695,22.518812
FR-0149,Center Parc Heliport,48.72499847412109,0.8361110091209412
FR-0203,Sophia Antépolis Heliport,43.622754,7.028391
FR-0384,Forez Ultralight Airfield,45.637824,4.060888
FR-0525,Frévent ULM,50.278098,2.302623
FR-0621,Saumont Gentieu Airfield,44.111667,0.466111
FR-0860,Mont Saint Michel Airfield,48.604444,-1.551667
FR-0982,Brizay Airfield,47.101667,0.383056
FR-1314,DURY DZ,50.245284,3.011777
GB-0083,RNAS/RAF Donibristle / HMS Merlin,56.034171,-3.353662
GB-0111,RAF Barton Bendish,52.61,0.54
GB-0146,Rougham Airfield,52.246459,0.769472
GB-0251,Chirk Airfield,52.947437,-3.046047
GB-0289,Finningley Village Airstrip,53.5081624,-0.9409418
GB-0479,Rhedyn Coch Farm Airstrip,53.2833,-3.36713
GB-0596,Palmer Moor Farm Airstrip,52.899582,-1.801554
GB-0620,Truleigh Manor Farm Airstrip,50.89813,-0.253251
GB-0783,Pond Farm Airstrip,52.562552,1.453457
GB-0828,Loadman Farm Airstrip,54.941689,-2.143493
GB-1159,RAF Thornaby,54.5317,-1.30387
GB-1326,Royal Derby Hospital Helipad,52.91043,-1.514702
GMAT,Tan Tan Airport,28.447563,-11.161749
HR-0032,Sepurine Training Base,44.209999,15.1632
IE-0040,Dorans Airstrip,53.51968,-7.67858
IE-0050,Mullingar-Milltownpass Airfield,53.452082,-7.237543
IR-0103,Farshchian Cardiovascular Hospital Heliport,34.787449,48.483219
IT-0340,Delta Club Conselice Airfield,44.541928,11.792177
IT-0552,Villa Las Tronas Helipad,40.549793,8.317852
IT-0821,Carrara Port Heliport,44.03471,10.03899
LEMN,Heli Montsiá - Amposta Heliport,40.66640090942383,0.5647220015525818
LENT,Alcoba de Los Montes Heliport,39.267248,-4.490408
LFFP,Pithiviers Airfield,48.155176,2.187563
LFJU,Lurcy-Lévis Airfield,46.712283,2.944768
LFKY,Belley-Peyrieu Airfield,45.694121,5.691533
LKPI,Přibyslav Airfield,49.580799,15.7628
LOGC,Niederöblarn ÖAMTC Heliport,47.479664,14.009866
LPJB,Algés Heliport,38.695741,-9.235799
LT-0034,Skirmantiškė airstrip,55.435248,23.360775
NO-0072,Airlift Ljosland,58.7899624,7.3558677
OS65,Shayrat Air Base,34.490299,36.909004
PL-0264,Redzikowo Air Base / Słupsk-Redzikowo Airport,54.478901,17.1075
RU-0935,Red Partisan Private Airstrip,55.339996,47.268988
RU-10088,Nikel Heliport,69.412289,30.189975
SK-0009,Tekovský Hrádok Airfield,48.171205,18.541741
TR-0193,Bursa City Hospital Helipad,40.26975,28.91379
UA-7707,Pryluki Air Base,50.5667,32.3167
UKKM,Hostomel Airport,50.6035,30.1919
ULBK,Kamenka Airfield,65.87835,44.112947
BIHR,Hvolsvöllur Airport,63.752743,-20.250893
CY-0021,Yukari Bostanci Border Post Heliport,35.156621,33.018651
CY-0084,Köprülü Heliport,35.109818,33.748683
CZ-0130,Horní Libchava Ultralight Airfield,50.703013,14.498985
CZ-0204,Children's Oncology Clinic Heliport,50.074352,14.351978
DE-0191,Aukrug Airfield,54.0647,9.7983
DE-0357,Brauna Airfield,51.282857,14.055521
DE-0675,Sankt Vincentius Hospital Heliport,49.00043,8.37832
DE-0838,Sankt Marienworth Hospital Heliport,49.846918,7.861823
DE-0845,Kalkhorst Agricultural Airfield,53.97492,11.02248
DE-0894,Baumholder Army Air Field,49.650299,7.30007
EBHM,Maasland Heliport,50.909815,5.349017
EDGK,Korbach Airfield,51.25222,8.873611
EDKA,Aachen-Merzbrück Airport,50.823055,6.186389
EDPJ,Laichingen Jakob Laur Airfield,48.496944,9.640278
EG-0049,July 3rd Tunnel Heliport,31.09078,32.27712
EG-0050,East Port Said Naval Base Heliport,31.21905,32.37619
EG-0072,RAF Kasfareet,30.247667,32.412195
EIMS,Mountshannon Seaplane Base,52.9305,-8.4245
ES-0184,Aeródromo Navalmoral de la Mata,39.91613,-5.53976
FR-0318,Bicêtre Hospital Heliport,48.809506,2.35622
FR-0326,Saint Maurice Ultralight Airfield,45.96559,0.739478
FR-0344,Saint Quentin Ultralight Airfield,49.852505,3.336229
FR-0644,Sévignacq Airfield,43.448056,-0.281389
